,Name,Date,Developer,Publisher,Genre,Price,Langs,DLC,Mature,Single,Score
921,Touhou Chireiden ~ Subterranean Animism.,"16 Aug, 2008",上海アリス幻樂団,"Mediascape Co., Ltd.","['Action', 'Indie']",55.95,"['English', 'Japanese']",0,0,1.0,0.8761790275723246
922,Rising Star 2,"12 Aug, 2020",Gilligames,Gilligames,"['Indie', 'RPG', 'Simulation']",110.95,['English'],0,0,1.0,0.8695646400385624
923,Teleportals. I swear it's a nice game,"15 Jun, 2018",PixelGreeds,PixelGreeds,"['Action', 'Adventure', 'Indie']",3.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese', 'Russian', 'Simplified Chinese']",0,1,1.0,0.8768850321171606
924,Higurashi When They Cry Hou - Ch.7 Minagoroshi,"18 Jul, 2019",07th Expansion,MangaGamer,['Adventure'],29.5,"['English', 'Japanese']",0,0,1.0,0.8823207259816687
925,FOOTSIES Rollback Edition,"30 Sep, 2020",HiFight,HiFight,['Action'],14.5,['English'],0,0,1.0,0.8841829095883673
926,Toodee and Topdee,"4 Aug, 2021",dietzribi,dietzribi,"['Action', 'Adventure', 'Indie']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",1,0,1.0,0.8798211367892879
927,Pronty,"18 Nov, 2021",18Light Game Ltd.,18Light Game Ltd.,"['Action', 'Adventure', 'Indie']",66.95,"['English', 'Traditional Chinese', 'Japanese', 'Simplified Chinese', 'Korean', 'Russian', 'Portuguese - Brazil']",1,0,1.0,0.8891328973125507
928,Metal as Phuk,"13 Jul, 2017",Crankage Games,Crankage Games,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",18.5,['English'],0,1,1.0,0.8678204479652707
929,Panoptic,"8 Oct, 2020",Team Panoptes,Team Panoptes,"['Action', 'Indie']",62.95,"['English', 'French', 'Dutch']",0,0,0.0,0.8752997746835662
930,Endless ATC,"11 Dec, 2015",startgrid,startgrid,"['Casual', 'Indie', 'Simulation']",21.95,['English'],0,0,1.0,0.8783267848840483
931,Clawfish,"11 Jun, 2021",David Czarnowski,davidczar,"['Adventure', 'Casual', 'Indie']",10.95,['English'],0,0,1.0,0.8759921720600546
932,Touhou Shinreibyou ~ Ten Desires.,"13 Aug, 2011",上海アリス幻樂団,"Mediascape Co., Ltd.","['Action', 'Indie']",55.95,"['English', 'Japanese']",0,0,1.0,0.8732245720941468
933,Isoland 2 - Ashes of Time,"1 May, 2018",Cotton Game,Lilith Games,"['Adventure', 'Indie']",10.95,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese', 'Korean']",1,0,1.0,0.8765100831447502
934,Vengeful Rites,"29 Jul, 2021",Deep Dive Interactive,Deep Dive Interactive,"['Action', 'Adventure', 'Indie', 'RPG']",73.95,['English'],0,0,1.0,0.8737445317170235
935,A Gay's Life,"20 Nov, 2019",橙光游戏,橙光游戏,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",10.95,"['English', 'Simplified Chinese']",0,0,1.0,0.8658975341086308
936,Trap Genesis,"17 Sep, 2021",No Strike,Eroge Japan,"['Adventure', 'Casual', 'Indie']",36.95,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",1,1,1.0,0.8734344886183881
937,Bug Academy,"14 Jan, 2020",Igrek Games,Gaming Factory S.A.,"['Action', 'Casual', 'Indie']",36.95,"['English', 'Polish', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese', 'Russian', 'Simplified Chinese', 'Turkish']",1,0,1.0,0.8747616525807169
938,Cabin Fever,"12 Jul, 2021",Steamy Buns Games,Sad Panda Studios,"['Adventure', 'Indie', 'Simulation']",36.95,['English'],1,1,1.0,0.8678630061707161
939,Minit Fun Racer,"18 Feb, 2021",JW,Devolver Digital,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing']",10.95,['English'],0,0,1.0,0.8707973789296221
940,WTF Is Wrong With You?,"14 Jun, 2021",Randumb Studios,Randumb Studios,"['Adventure', 'Casual', 'Simulation']",7.25,['English'],0,1,1.0,0.8681444056279598
941,Farm Frenzy Collection,"21 Aug, 2015",Alawar Entertainment,Buka Entertainment,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",73.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Italian']",0,0,1.0,0.8711056360954001
942,Toonstruck,"15 Nov, 2016",Burst,Interplay Entertainment Corp.,['Adventure'],36.95,['English'],0,0,1.0,0.8626478046444277
943,Drift Phonk 666,"16 Apr, 2021",deadworld games,deadworld games,"['Action', 'Adventure', 'Indie', 'Racing']",3.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Vietnamese', 'Greek', 'Danish', 'Spanish - Latin America', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese']",0,0,1.0,0.8622967785447719
944,Lost Lands: Dark Overlord,"26 Jun, 2015",FIVE-BN GAMES,FIVE-BN GAMES,"['Adventure', 'Casual']",25.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Russian', 'Ukrainian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Korean']",0,0,1.0,0.8591562245873888
945,A Study in Steampunk: Choice by Gaslight,"20 Nov, 2015",Hosted Games,Hosted Games,"['Indie', 'RPG']",14.5,['English'],0,0,1.0,0.8623177103534433
946,QT,"23 Jan, 2020",Happy Snake,Happy Snake Games,"['Adventure', 'Casual', 'Indie']",36.95,"['English', 'Japanese']",1,0,1.0,0.8707973789296221
947,A Street Cat's Tale,"5 Sep, 2019",feemodev,"CFK Co., Ltd.","['Adventure', 'Indie', 'Simulation']",18.5,"['English', 'Japanese', 'Korean', 'Traditional Chinese']",0,0,1.0,0.8612241914222407
948,FIND ALL,"3 Jun, 2021",Very Very LITTLE Studio,Very Very LITTLE Studio,"['Casual', 'Indie']",3.5,"['English', 'Japanese', 'Russian', 'Simplified Chinese', 'French', 'Portuguese - Brazil']",0,0,1.0,0.8619425339695879
949,SiNKR 2,"9 May, 2019",Robert Wahler,Wahler Digital,"['Casual', 'Indie', 'Strategy']",14.5,"['English', 'Italian', 'Spanish - Spain', 'Arabic', 'Czech', 'Dutch', 'Greek', 'Japanese', 'Norwegian', 'Portuguese', 'Romanian', 'Simplified Chinese', 'Swedish', 'Traditional Chinese', 'Ukrainian', 'French', 'German', 'Bulgarian', 'Danish', 'Finnish', 'Hungarian', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Spanish - Latin America', 'Thai', 'Turkish', 'Vietnamese']",0,0,1.0,0.8647302075652397
950,LuGame: Lunchtime Games Club!,"20 Jun, 2019",H. Hochkins,Urban Meadows,['Adventure'],36.95,['English'],0,1,1.0,0.8639882632857507
951,WORLD END ECONOMiCA episode.02,"21 Jul, 2015",Spicy Tails,Sekai Project,"['Casual', 'Indie']",47.95,"['English', 'Japanese']",0,0,1.0,0.8604706410126615
952,WORLD END ECONOMiCA episode.03,"21 Dec, 2016",Spicy Tails,Sekai Project,"['Casual', 'Indie']",47.95,"['English', 'Japanese']",1,0,1.0,0.854122401880661
953,Nowhere Patrol,"5 Nov, 2018",Slugsoft,Slugsoft,"['Action', 'Indie']",18.5,['English'],0,0,1.0,0.8628465479865229
954,Muv-Luv photonflowers*,"2 Aug, 2019",aNCHOR Inc.,aNCHOR Inc.,"['Adventure', 'Casual']",92.95,"['English', 'Japanese']",1,1,1.0,0.8503350151481239
955,The Wind and Wilting Blossom,"11 Dec, 2020",Picklefeet Games,Picklefeet Games,"['Indie', 'RPG', 'Strategy']",73.95,['English'],1,0,1.0,0.8647302075652397
956,The Sand Man,"29 Jan, 2018",Uri Games,PLAYISM,"['Adventure', 'Casual', 'Indie']",10.95,"['English', 'Japanese', 'Traditional Chinese', 'Simplified Chinese', 'Korean']",0,0,1.0,0.8490448557295454
957,SHENZHEN SOLITAIRE,"15 Dec, 2016",Zachtronics,Zachtronics,"['Casual', 'Indie']",10.95,['English'],0,0,1.0,0.8624580279801581
958,Yolo Space Hacker,"24 Dec, 2020",BKNLab,BKNLab,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",92.95,"['English', 'French']",1,0,1.0,0.8565535133226808
959,Pro Wrestling Sim,"29 Mar, 2021",Pro Wrestling Sim,Pro Wrestling Sim,"['Simulation', 'Sports', 'Strategy', 'Early Access']",73.95,['English'],0,0,1.0,0.839732120355268
960,Yoshiwara Higanbana,"6 May, 2021",MariaCrown,Beijing Happy Entertainment Technology,"['Adventure', 'RPG']",169.95,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",0,1,1.0,0.8651740894690125
961,Hostile Waters: Antaeus Rising,"14 Jun, 2001",Rage Software,Funbox Media Ltd,['Strategy'],10.95,['English'],0,0,1.0,0.7159716440736703
962,Basketball Classics,"18 Dec, 2019",Namo Gamo,Namo Gamo,"['Casual', 'Indie', 'Sports']",36.95,['English'],0,0,1.0,0.8522239707219756
963,Substance 3D Painter 2022,"24 Nov, 2021",Adobe,Adobe,"['Animation & Modeling', 'Game Development']",564.95,"['English', 'French', 'German', 'Japanese', 'Simplified Chinese']",0,0,,0.8496112454729948
964,helionaut,"10 Jun, 2020",Sokpop Collective,Sokpop Collective,"['Action', 'Adventure', 'Indie', 'Simulation']",10.95,['English'],0,0,1.0,0.8565061637445256
965,Obama Boss Fight,"24 Nov, 2021",xXx_Skipper_xXx,xXx_Skipper_xXx,"['Action', 'Indie']",18.5,"['English', 'Russian']",0,1,1.0,0.8584033386293787
966,Rags to Dishes,"11 Nov, 2020",Novity,Novity,"['Casual', 'Indie', 'Simulation']",73.95,['English'],0,0,1.0,0.8518633070005588
967,Suits: Absolute Power,"16 Oct, 2020",Technomancy Studios,Technomancy Studios,"['Action', 'Adventure', 'Indie', 'RPG']",18.5,['English'],1,0,1.0,0.8484364421917833
968,Crimzon Clover World EXplosion,"6 Dec, 2021",YOTSUBANE,Degica,"['Action', 'Indie']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese', 'Polish', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",1,0,1.0,0.8528514268107361
969,Putt-Putt® Enters the Race,"1 Jan, 1998",Humongous Entertainment,Humongous Entertainment,"['Adventure', 'Casual']",25.95,"['English', 'French', 'German', 'Dutch']",0,0,1.0,0.8627648064810488
970,Art Plunge,"11 Sep, 2019",Space Plunge,Space Plunge,"['Casual', 'Indie']",7.25,['English'],0,0,1.0,0.8498678460767506
971,Santa Claus in Trouble (HD),"20 Dec, 2020",Joymania Development,Joymania Development,"['Action', 'Casual']",36.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Turkish', 'Czech', 'Dutch', 'Polish', 'Portuguese', 'Ukrainian', 'Japanese', 'Simplified Chinese']",0,0,1.0,0.8433725341708762
972,Quell Reflect,"14 May, 2015",Fallen Tree Games Ltd,Green Man Gaming Publishing,['Indie'],14.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese', 'Simplified Chinese']",0,0,1.0,0.8615331566673634
973,STRIKERS 1945,"30 Apr, 2020",CITY CONNECTION,CITY CONNECTION,['Action'],36.95,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",0,0,1.0,0.8378364724783643
974,"The Princess, the Stray Cat, and Matters of the Heart 2","8 Nov, 2019",TOKYOTOON,TOKYOTOON,"['Adventure', 'Casual']",73.95,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",1,1,1.0,0.8576986289353172
975,Lawnmower Game: Next Generation,"14 Jul, 2020",Tero Lunkka,Tero Lunkka,"['Casual', 'Indie', 'Simulation']",7.25,['English'],0,0,1.0,0.8288668299030737
976,Heroes of Hellas 3: Athens,"12 Mar, 2015",Alawar Entertainment,Alawar Entertainment,"['Casual', 'Strategy']",10.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Russian', 'Polish']",0,0,1.0,0.8373228614231735
977,Bonds,"12 Dec, 2017",DID Games,DID Games,"['Casual', 'Indie', 'Simulation']",19.95,['English'],0,1,1.0,0.8400972024564781
978,Lady in Mystery,"15 May, 2021",nolsoft,nolsoft,"['Casual', 'Indie']",92.95,"['English', 'Korean']",0,0,1.0,0.8445721741597063
979,Octahedron: Transfixed Edition,"20 Mar, 2018",Demimonde,Square Enix,"['Action', 'Indie']",47.95,"['English', 'German', 'Russian', 'Simplified Chinese', 'French', 'Spanish - Spain']",1,0,1.0,0.8348783730449336
980,Putty Pals,"15 Feb, 2017",Harmonious Games,Harmonious Games,"['Action', 'Adventure', 'Indie']",36.95,"['English', 'German', 'Japanese', 'French', 'Simplified Chinese', 'Italian', 'Spanish - Spain']",0,0,0.0,0.8459625340269792
981,Cute Cats,"9 Aug, 2021",КиКо,КиКо,['Casual'],3.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Vietnamese', 'Greek', 'Danish', 'Spanish - Latin America', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese']",1,0,1.0,0.838386986662541
982,The Hand of Glory,"9 Jun, 2020",Madit Entertainment,Madit Entertainment,['Adventure'],69.95,"['English', 'Italian', 'German']",0,0,1.0,0.8606117462269587
983,Inherit the Earth: Quest for the Orb,"2 Jan, 1994",The Dreamers Guild,Nightdive Studios,"['Adventure', 'Casual']",21.95,"['English', 'German']",0,0,1.0,0.8245660304940239
984,Choice of Alexandria,"10 Jun, 2016",Choice of Games,Choice of Games,"['Adventure', 'Indie', 'RPG']",10.95,['English'],0,0,1.0,0.8294550810011276
985,SculptrVR,"4 Apr, 2016",Nathan Rowe,SculptrVR,['Indie'],73.95,['English'],0,0,1.0,0.8438589304386205
986,Farm Frenzy 2,"27 Aug, 2008",Alawar,iWin,['Casual'],18.5,['English'],0,0,1.0,0.8407718948430931
987,Night Blights,"15 Apr, 2016",Trapdoor Games,Trapdoor Games,['Indie'],25.95,['English'],0,0,1.0,0.7959438544086207
988,Lance A Lot: Enhanced Edition,"28 Sep, 2017",Brimstone,Brimstone,"['Action', 'Casual', 'Indie']",29.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Dutch', 'Swedish', 'Japanese']",0,0,1.0,0.8399139724614808
989,PalmRide,"16 Sep, 2021",Pizza Fest,Pizza Fest,"['Casual', 'Indie', 'Racing']",14.5,['English'],0,0,1.0,0.8008765641337929
990,Sumotori Dreams Classic,"3 May, 2021",Peter Soltesz,Gravitysensation,['Sports'],18.5,['English'],0,0,1.0,0.8399139724614808
991,Dashing Fire,"12 Nov, 2020",Blackthornprod,Blackthornprod,"['Action', 'Indie']",25.95,['English'],0,0,1.0,0.8350959489647561
992,Chessplosion,"21 Sep, 2021",CT Matthews,CT Matthews,"['Action', 'Indie']",43.95,"['English', 'Portuguese - Brazil', 'German', 'French', 'Spanish - Latin America', 'Japanese']",1,0,1.0,0.8390377871814729
993,Koloro,"18 May, 2018",Sköll Studio,Sköll Studio,['Indie'],40.95,"['English', 'French', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Russian']",1,0,1.0,0.8407718948430931
994,Socialism Simulator,"16 Sep, 2021",Sempiternal Rain,Sempiternal Rain,"['Indie', 'Simulation', 'Early Access']",14.5,"['English', 'Russian']",0,1,1.0,0.8424354749891896
995,Grotto,"26 Oct, 2021",Brainwash Gang,Digerati,"['Adventure', 'Indie']",47.95,['English'],0,0,1.0,0.8294550810011276
996,Detective From The Crypt,"17 Jun, 2021",BOV,BOV,"['Adventure', 'Indie']",25.95,"['English', 'Russian']",1,0,1.0,0.8294550810011276
997,Euphoria: Supreme Mechanics,"17 Apr, 2020",CyberCry Creators,CyberCry Creators,"['Adventure', 'Indie', 'Simulation']",43.95,"['English', 'Russian', 'French', 'Italian', 'German', 'Spanish - Spain', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Polish', 'Turkish', 'Japanese']",0,0,1.0,0.8181990759099633
998,Indoorlands,"14 Jul, 2021",Pixelsplit,Pixelsplit,"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",55.95,"['English', 'German']",1,0,1.0,0.8424354749891896
999,Vojo,"23 Apr, 2021",OpalA dev,OpalA,"['Action', 'Casual', 'Indie']",3.5,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Spanish - Latin America', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Polish', 'Portuguese', 'Russian', 'Japanese']",0,0,1.0,0.8233442138069929
1000,Magic Rampage,"15 May, 2020",Asantee Games,DK Game Dev LTDA,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",36.95,"['English', 'Portuguese - Brazil', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Turkish', 'Ukrainian']",1,0,1.0,0.8312821657013204
1001,Chicken Bomb,"29 Jul, 2020",GoesSoft,GoesSoft,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",3.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Portuguese - Brazil', 'Russian']",0,0,1.0,0.8323638433718605
1002,Filcher,"14 Sep, 2021",Johan Hjärpe,MythoLogic Interactive,"['Action', 'Adventure', 'Indie', 'Simulation']",36.95,['English'],0,1,1.0,0.8302065882084524
1003,Conquest of the New World,"31 Dec, 1996",Quicksilver Software,Interplay,['Strategy'],36.95,['English'],0,0,1.0,0.8291041040665091
1004,Kyle is Famous: Complete Edition,"18 Nov, 2019",John Szymanski,New Blood Interactive,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']",55.95,['English'],0,0,1.0,0.8760119010119056
1005,Bombing!!: A Graffiti Sandbox,"18 May, 2021",Devon Wiersma,Devon Wiersma,"['Casual', 'Indie', 'Simulation']",25.95,"['English', 'Simplified Chinese', 'Japanese', 'Portuguese', 'Portuguese - Brazil', 'Traditional Chinese']",0,0,1.0,0.8279735503229986
1006,Battle Bears -1,"23 Dec, 2020",SkyVu,SkyVu,"['Action', 'Adventure', 'Indie']",10.95,['English'],0,0,1.0,0.8268136922026652
1007,STRIKERS 1945 II,"29 May, 2020",CITY CONNECTION,CITY CONNECTION,['Action'],36.95,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",0,0,1.0,0.8291041040665091
1008,TrainerVR,"27 Dec, 2017",Sumalab,Sumalab,"['Casual', 'Indie', 'Simulation']",36.95,['English'],0,0,1.0,0.8114247000374899
1009,SpritePile,"19 Jun, 2019",Sebastian Nigro,Sebastian Nigro,"['Animation & Modeling', 'Design & Illustration', 'Game Development']",36.95,"['English', 'Simplified Chinese', 'Japanese', 'Korean', 'Russian', 'Portuguese - Brazil', 'German', 'French', 'Spanish - Spain']",0,0,,0.8218536646862169
1010,Hidden & Dangerous 2: Courage Under Fire,"21 Oct, 2003",Illusion Softworks,2K,"['Action', 'Strategy']",36.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",0,0,1.0,0.8872814405412199
1011,ΔV: Rings of Saturn,"12 Aug, 2019",Kodera Software,Kodera Software,"['Action', 'Indie', 'Simulation', 'Early Access']",36.95,"['English', 'Polish', 'Simplified Chinese', 'German', 'Traditional Chinese', 'French', 'Spanish - Spain', 'Korean', 'Norwegian', 'Russian', 'Czech', 'Spanish - Latin America', 'Portuguese - Brazil']",1,0,1.0,0.883152993575424
1012,Tonight We Riot,"7 May, 2020",Pixel Pushers Union 512,Means Interactive,"['Action', 'Indie']",55.95,"['English', 'French', 'German', 'Japanese', 'Russian', 'Spanish - Latin America', 'Portuguese - Brazil']",0,1,1.0,0.8808144414880249
1013,Disc Room,"22 Oct, 2020",Terri,Devolver Digital,"['Action', 'Adventure', 'Indie']",55.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Polish']",1,1,1.0,0.8843444443429507
1014,Boomerang X,"8 Jul, 2021",DANG!,Devolver Digital,"['Action', 'Indie']",75.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",1,0,1.0,0.8819370669738482
1015,Trap Legend,"17 Jul, 2020",No Strike,Eroge Japan,"['Adventure', 'Casual', 'Indie']",36.95,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",1,1,1.0,0.8836521139823499
1016,Koi Farm,"26 Feb, 2021",Job Talle,Job Talle,"['Casual', 'Indie', 'Simulation']",10.95,"['English', 'Dutch', 'Polish', 'Turkish', 'French', 'German', 'Japanese', 'Spanish - Spain', 'Portuguese', 'Portuguese - Brazil', 'Spanish - Latin America', 'Simplified Chinese', 'Russian', 'Ukrainian', 'Italian']",0,0,1.0,0.8842219024092437
1017,Lagoon Lounge : The Poisonous Fountain,"5 Jul, 2018",KAIJYU-09,KAIJYU-09,"['Adventure', 'Casual', 'Indie', 'Simulation']",51.95,"['English', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'Thai']",0,1,1.0,0.8745149535329741
1018,Easy Pose,"4 Jun, 2020",Madcat Games,Madcat Games,['Early Access'],47.95,"['English', 'German', 'Spanish - Latin America', 'Russian', 'Vietnamese', 'Arabic', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Brazil', 'Finnish', 'Korean', 'French', 'Hungarian', 'Italian']",0,1,,0.876856150770041
1019,Boss of this gym,"5 Mar, 2021",IndieGameMamaDev,IndieGameMama,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",3.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Vietnamese', 'Greek', 'Danish', 'Spanish - Latin America', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese']",0,0,1.0,0.8809412964900443
1020,Yomawari: Midnight Shadows,"24 Oct, 2017","Nippon Ichi Software, Inc.","NIS America, Inc.","['Adventure', 'Strategy']",73.95,"['English', 'Japanese']",1,0,1.0,0.8873954376589585
